Employee_ID,Tasks_Assigned,Tasks_Completed,Context_Switches_Per_Day,Avg_Uninterrupted_Work_Mins,Standard_Hours_Logged,After_Hours_Mins,Missed_Deadlines,Burnout_Risk_Score
EMP04522,14,11,11,68,44.6,149,2,57
EMP04523,37,33,13,51,35.6,162,1,62
EMP04524,33,23,20,24,40.2,564,5,100
EMP04525,35,30,7,93,40.6,9,0,20
EMP04526,33,25,25,21,37.7,310,5,100
EMP04527,28,23,22,26,40.0,206,5,100
EMP04528,36,28,17,15,37.9,526,3,100
EMP04529,17,14,4,99,44.7,35,1,23
EMP04530,38,37,6,104,38.1,46,0,17
EMP04531,16,15,11,64,36.5,123,2,53
EMP04532,12,7,20,16,35.7,373,5,100
EMP04533,26,17,17,30,39.0,258,3,100
EMP04534,10,6,18,29,42.6,489,4,100
EMP04535,40,37,3,93,40.8,47,0,12
EMP04536,15,10,21,23,44.8,390,2,100
EMP04537,40,27,18,24,41.3,494,4,100
EMP04538,35,28,12,58,37.6,179,1,58
EMP04539,30,22,9,55,44.8,167,2,62
EMP04540,30,24,21,16,44.1,492,3,100
EMP04541,31,27,4,85,38.1,31,1,23
EMP04542,36,29,25,16,43.3,359,1,100
EMP04543,46,36,11,67,35.2,185,2,65
EMP04544,47,40,14,40,39.9,173,2,74
EMP04545,41,27,19,16,39.0,325,2,100
EMP04546,49,41,11,64,37.7,119,1,49
EMP04547,12,10,21,15,44.9,329,4,100
EMP04548,17,14,2,76,38.2,3,0,7
EMP04549,45,36,15,59,40.6,125,2,69
EMP04550,42,41,6,66,42.2,4,0,14
EMP04551,23,20,7,107,42.3,17,0,19
EMP04552,42,30,18,29,35.6,498,2,100
EMP04553,21,20,3,101,43.6,40,1,19
EMP04554,33,28,15,54,41.1,187,2,74
EMP04555,22,17,10,49,35.6,165,1,58
EMP04556,38,24,25,21,40.5,383,2,100
EMP04557,46,39,5,79,39.4,27,0,18
EMP04558,46,35,11,40,39.2,145,1,72
EMP04559,34,31,3,66,35.5,50,0,13
EMP04560,16,10,17,30,41.5,410,4,100
EMP04561,15,14,7,83,38.3,38,1,26
EMP04562,48,42,12,40,38.4,142,2,74
EMP04563,23,19,13,65,42.2,87,1,48
EMP04564,36,29,15,68,40.7,94,1,55
EMP04565,32,29,7,66,39.7,50,1,31
EMP04566,28,23,7,114,42.1,46,0,23
EMP04567,33,28,7,119,39.9,35,1,31
EMP04568,48,40,14,61,38.4,171,2,69
EMP04569,12,10,12,47,44.2,115,1,58
EMP04570,48,37,19,15,41.8,207,1,100
EMP04571,12,11,2,120,35.8,41,1,17
EMP04572,26,17,19,27,35.5,447,1,100
EMP04573,41,30,21,18,39.9,591,3,100
EMP04574,42,40,3,68,35.9,34,0,11
EMP04575,46,44,3,108,36.8,16,0,9
EMP04576,31,28,7,114,37.4,1,1,26
EMP04577,34,28,16,20,41.9,228,5,100
EMP04578,11,9,15,41,40.3,92,1,68
EMP04579,47,37,10,52,35.5,146,0,49
EMP04580,30,20,21,24,37.7,520,2,100
EMP04581,12,9,22,22,36.8,293,4,100
EMP04582,44,36,14,70,44.3,143,1,58
EMP04583,33,29,4,96,37.3,35,0,14
EMP04584,20,18,10,58,39.3,165,2,57
EMP04585,11,9,25,25,35.8,279,2,100
EMP04586,30,22,23,20,37.1,430,5,100
EMP04587,15,12,9,53,36.7,200,2,63
EMP04588,41,38,3,71,37.4,15,0,10
EMP04589,25,20,9,55,37.4,92,1,45
EMP04590,33,25,19,25,44.8,219,4,100
EMP04591,26,21,12,63,35.1,87,2,55
EMP04592,42,28,23,26,42.4,360,5,100
EMP04593,49,43,12,56,39.0,106,1,52
EMP04594,26,21,19,30,44.5,560,4,100
EMP04595,43,42,4,116,39.8,42,1,22
EMP04596,40,34,2,74,43.4,31,0,11
EMP04597,42,29,18,22,42.4,483,5,100
EMP04598,42,37,13,65,37.2,83,2,57
EMP04599,47,43,10,40,44.5,86,1,59
EMP04600,31,25,10,63,42.8,127,2,55
EMP04601,21,16,8,48,43.6,193,0,48
EMP04602,31,20,18,23,36.8,577,3,100
EMP04603,32,28,2,110,44.1,57,1,21
EMP04604,42,37,5,109,43.9,42,0,18
EMP04605,30,29,6,87,42.6,7,1,23
EMP04606,46,40,10,54,39.8,145,1,53
EMP04607,38,37,4,80,40.9,53,1,23
EMP04608,41,27,19,15,42.9,361,1,100
EMP04609,44,36,18,27,40.3,449,3,100
EMP04610,43,34,21,28,35.4,530,4,100
EMP04611,42,33,19,22,44.7,474,3,100
EMP04612,46,39,9,61,40.6,174,1,49
EMP04613,14,12,8,56,43.2,98,2,49
EMP04614,42,36,13,56,40.2,124,1,56
EMP04615,35,29,5,73,38.6,27,1,27
EMP04616,30,26,13,40,40.7,119,2,74
EMP04617,29,24,14,51,36.3,131,1,63
EMP04618,31,29,3,79,35.9,9,0,8
EMP04619,28,24,12,52,38.5,96,0,44
EMP04620,29,24,6,83,36.4,0,0,17
EMP04621,27,24,6,99,38.1,40,1,28
EMP04622,31,26,24,20,38.7,274,2,100
EMP04623,16,14,2,120,36.1,37,0,9
EMP04624,10,8,22,24,36.3,472,3,100
EMP04625,36,30,21,29,42.6,398,2,100
EMP04626,26,23,7,99,43.7,43,0,21
EMP04627,45,31,20,30,36.3,535,3,100
EMP04628,38,35,15,40,40.0,70,1,68
EMP04629,18,17,6,95,36.5,19,0,15
EMP04630,45,39,7,118,37.9,51,0,24
EMP04631,13,10,21,28,40.6,554,4,100
EMP04632,28,26,6,68,36.4,22,0,16
EMP04633,37,27,23,22,36.3,529,3,100
EMP04634,35,29,25,29,40.0,378,4,100
EMP04635,37,30,22,29,38.8,519,5,100
EMP04636,44,36,16,20,36.7,230,1,100
EMP04637,10,7,12,65,35.5,116,2,56
EMP04638,18,12,24,16,36.3,435,3,100
EMP04639,16,11,19,26,38.3,523,2,100
EMP04640,23,21,10,63,36.5,190,2,57
EMP04641,40,39,5,108,40.7,57,0,16
EMP04642,12,10,16,26,36.0,343,2,100
EMP04643,26,17,22,23,38.5,541,3,100
EMP04644,40,36,15,43,35.3,69,1,66
EMP04645,13,11,12,69,44.7,114,0,41
EMP04646,22,19,2,99,41.7,57,1,20
EMP04647,18,14,20,23,43.9,444,5,100
EMP04648,25,24,6,72,38.7,8,1,23
EMP04649,14,9,21,25,41.4,516,3,100
EMP04650,18,15,13,41,42.1,189,1,73
EMP04651,46,33,16,19,38.0,474,5,100
EMP04652,29,25,13,52,35.1,200,2,74
EMP04653,32,25,15,41,37.0,176,0,70
EMP04654,22,17,8,43,43.1,73,1,52
EMP04655,34,27,13,45,40.8,70,1,62
EMP04656,33,30,7,117,35.8,33,1,29
EMP04657,11,9,15,48,39.3,198,0,62
EMP04658,20,16,10,43,36.7,99,2,66
EMP04659,42,36,2,120,38.4,21,1,19
EMP04660,21,19,13,51,44.8,62,0,43
EMP04661,45,39,9,58,42.6,154,1,48
EMP04662,12,11,2,105,35.1,0,1,14
EMP04663,49,37,16,19,43.8,499,3,100
EMP04664,42,28,21,25,41.7,405,3,100
EMP04665,43,34,23,25,41.2,204,3,100
EMP04666,28,22,21,22,39.1,395,1,100
EMP04667,24,21,7,99,35.1,17,1,28
EMP04668,11,9,15,47,44.5,92,2,72
EMP04669,16,15,3,107,40.1,3,1,16
EMP04670,27,19,24,26,39.6,302,4,100
EMP04671,46,32,23,29,40.6,417,2,100
EMP04672,30,23,14,41,42.9,175,0,68
EMP04673,28,22,10,42,35.5,77,1,58
EMP04674,25,19,15,61,37.3,152,0,50
EMP04675,21,19,2,67,36.1,30,1,17
EMP04676,35,27,10,53,42.1,154,1,56
EMP04677,34,33,3,65,41.2,52,0,11
EMP04678,49,44,2,68,42.6,52,0,12
EMP04679,36,30,10,45,42.8,189,0,56
EMP04680,44,39,4,74,42.2,34,0,15
EMP04681,42,32,15,69,39.7,176,1,64
EMP04682,49,45,3,84,43.0,21,1,20
EMP04683,38,29,13,50,39.4,63,1,59
EMP04684,20,17,13,47,38.6,100,2,69
EMP04685,36,26,22,30,38.1,510,1,100
EMP04686,23,20,14,58,40.3,181,2,68
EMP04687,36,26,24,30,38.4,274,1,100
EMP04688,13,11,2,102,37.7,32,1,17
EMP04689,24,21,2,85,36.8,26,1,18
EMP04690,19,12,19,22,36.7,430,4,100
EMP04691,35,29,12,42,38.9,142,2,74
EMP04692,28,21,24,30,40.9,358,2,100
EMP04693,25,17,22,30,37.6,300,4,100
EMP04694,21,19,4,109,36.0,43,0,14
EMP04695,27,26,7,96,35.2,35,1,28
EMP04696,22,17,9,45,35.6,190,2,71
EMP04697,10,7,23,30,39.9,294,5,100
EMP04698,18,13,11,54,37.4,159,1,56
EMP04699,48,43,7,116,37.5,19,1,29
EMP04700,36,31,4,94,44.3,6,1,22
EMP04701,24,22,9,63,39.0,185,0,41
EMP04702,22,20,15,67,44.1,162,1,57
EMP04703,36,30,3,81,41.3,31,0,14
EMP04704,38,36,2,65,44.9,41,0,9
EMP04705,30,23,10,58,40.0,168,0,43
EMP04706,43,31,25,22,43.5,401,5,100
EMP04707,42,37,7,89,42.1,34,0,22
EMP04708,27,25,3,90,37.2,30,1,19
EMP04709,31,27,2,69,37.0,8,0,8
EMP04710,38,33,7,120,38.9,8,0,20
EMP04711,17,11,20,17,39.8,575,5,100
EMP04712,34,30,10,56,44.3,145,1,50
EMP04713,11,9,14,48,41.8,103,2,69
EMP04714,15,14,7,99,41.4,12,1,26
EMP04715,12,10,12,57,35.3,97,1,47
EMP04716,15,11,11,60,39.1,84,0,41
EMP04717,43,35,14,62,43.5,179,1,61
EMP04718,40,37,2,113,43.7,48,0,10
EMP04719,45,35,21,19,36.6,347,4,100
EMP04720,49,48,7,86,39.2,60,1,22
EMP04721,44,39,14,45,37.1,117,1,67
EMP04722,35,23,17,28,37.3,484,1,100
EMP04723,33,27,20,26,44.6,573,4,100
EMP04724,44,38,6,66,38.8,31,0,20
EMP04725,11,9,7,87,37.7,16,1,27
EMP04726,36,30,11,61,39.2,110,0,41
EMP04727,10,9,2,80,44.7,50,1,18
EMP04728,36,26,18,15,39.8,219,4,100
EMP04729,17,15,14,45,37.2,161,0,59
EMP04730,31,23,20,16,43.3,251,4,100
EMP04731,10,7,21,26,42.2,420,5,100
EMP04732,36,26,25,27,41.1,344,1,100
EMP04733,34,29,9,49,40.8,87,1,50
EMP04734,27,21,19,28,43.6,500,5,100
EMP04735,28,22,18,21,35.5,443,2,100
EMP04736,11,8,17,29,40.3,373,2,100
EMP04737,37,32,5,118,39.6,56,1,28
EMP04738,28,25,8,56,38.4,107,1,41
EMP04739,14,12,7,111,35.7,60,1,31
EMP04740,44,34,25,23,36.0,300,4,100
EMP04741,23,18,24,24,43.0,236,5,100
EMP04742,28,26,13,64,39.0,127,1,49
EMP04743,23,19,10,68,37.8,189,0,41
EMP04744,38,35,5,76,39.2,34,0,16
EMP04745,23,19,11,42,37.9,102,0,52
EMP04746,49,33,19,22,40.0,512,3,100
EMP04747,25,17,16,20,36.2,577,2,100
EMP04748,18,14,10,54,41.9,169,1,53
EMP04749,16,14,4,102,42.3,49,1,23
EMP04750,37,26,17,25,37.1,448,2,100
EMP04751,23,17,17,26,35.1,559,2,100
EMP04752,13,11,7,98,44.7,5,1,26
EMP04753,44,39,7,81,41.7,46,1,32
EMP04754,18,15,24,27,36.1,388,2,100
EMP04755,48,40,10,68,41.6,87,2,53
EMP04756,13,11,5,75,35.3,59,0,17
EMP04757,40,35,14,42,41.6,150,0,63
EMP04758,49,48,4,70,36.0,20,1,20
EMP04759,50,32,23,23,38.6,278,1,100
EMP04760,44,37,4,102,35.0,7,0,14
EMP04761,11,10,2,115,37.1,8,1,14
EMP04762,43,33,22,21,41.5,400,3,100
EMP04763,47,41,8,57,40.2,65,1,41
EMP04764,14,12,9,65,35.2,126,1,41
EMP04765,15,14,4,81,42.2,29,1,21
EMP04766,23,20,6,116,41.3,52,1,21
EMP04767,43,41,6,67,41.2,58,1,28
EMP04768,18,16,7,100,43.6,42,0,20
EMP04769,23,21,10,62,41.5,62,1,41
EMP04770,24,19,16,19,40.0,597,3,100
EMP04771,44,33,24,15,35.5,560,2,100
EMP04772,26,25,3,112,42.8,35,0,10
EMP04773,33,29,13,51,43.8,97,0,48
EMP04774,10,9,6,106,41.9,22,0,15
EMP04775,26,19,8,42,38.4,101,1,56
EMP04776,48,38,9,40,44.2,103,1,63
EMP04777,38,30,14,52,36.2,162,1,67
EMP04778,29,25,11,51,36.7,146,2,65
EMP04779,46,35,12,40,43.9,122,0,63
EMP04780,13,10,10,48,42.9,63,2,58
EMP04781,49,42,4,115,39.0,34,0,17
EMP04782,15,12,2,105,43.0,1,1,15
EMP04783,33,28,4,106,42.6,20,1,23
EMP04784,33,29,13,44,43.9,121,1,65
EMP04785,23,20,8,56,36.9,188,0,41
EMP04786,42,36,5,79,41.9,2,0,15
EMP04787,29,27,7,110,37.0,21,0,18
EMP04788,46,31,21,19,42.8,238,3,100
EMP04789,29,20,22,28,37.5,392,1,100
EMP04790,24,20,6,76,41.8,1,1,25
EMP04791,49,45,5,89,42.3,16,1,24
EMP04792,19,16,2,105,40.0,46,1,19
EMP04793,17,15,10,68,40.8,85,1,41
EMP04794,45,40,4,79,44.3,12,0,13
EMP04795,14,10,21,18,39.1,344,2,100
EMP04796,18,16,4,100,42.2,38,0,13
EMP04797,12,10,3,102,39.2,48,0,12
EMP04798,19,15,22,15,41.5,443,2,100
EMP04799,36,24,18,30,40.8,209,2,100
EMP04800,35,27,16,16,39.7,482,4,100
EMP04801,32,28,2,105,36.6,55,1,21
EMP04802,29,24,10,41,38.5,86,0,50
EMP04803,14,11,23,25,44.5,350,1,100
EMP04804,24,16,20,26,38.1,513,3,100
EMP04805,18,16,2,115,44.3,2,0,6
EMP04806,20,18,3,80,43.2,9,0,8
EMP04807,25,21,12,68,36.3,75,1,44
EMP04808,46,42,9,43,43.4,177,0,53
EMP04809,13,12,5,118,36.9,59,0,16
EMP04810,13,12,2,103,38.6,30,1,16
EMP04811,16,13,6,93,44.6,6,1,25
EMP04812,31,23,20,27,37.2,310,3,100
EMP04813,44,29,20,17,40.1,252,2,100
EMP04814,33,28,5,104,41.9,41,1,21
EMP04815,38,25,19,19,37.1,520,5,100
EMP04816,17,16,6,98,38.9,10,0,14
EMP04817,11,7,17,23,37.7,207,3,100
EMP04818,30,28,13,61,42.2,167,1,53
EMP04819,39,32,8,64,39.5,121,0,41
EMP04820,16,11,22,16,38.8,216,1,100
EMP04821,38,36,3,104,41.9,13,1,18
EMP04822,26,18,21,23,40.2,385,5,100
EMP04823,21,18,10,57,36.9,194,0,43
EMP04824,20,14,19,19,39.3,311,4,100
EMP04825,16,12,19,22,43.9,325,3,100
EMP04826,35,27,25,20,41.4,523,3,100
EMP04827,48,36,18,26,44.9,595,2,100
EMP04828,31,27,7,104,42.2,6,1,28
EMP04829,25,19,24,16,44.6,383,3,100
EMP04830,40,38,7,117,39.0,13,0,18
EMP04831,12,10,10,47,36.9,198,2,70
EMP04832,33,21,21,24,38.3,302,5,100
EMP04833,18,13,24,17,37.4,449,1,100
EMP04834,16,13,9,63,36.1,179,0,41
EMP04835,30,24,12,42,36.3,60,0,52
EMP04836,47,40,7,101,43.2,7,0,21
EMP04837,16,13,3,67,35.9,51,0,13
EMP04838,25,22,7,65,44.6,24,1,28
EMP04839,38,34,9,49,40.0,161,1,55
EMP04840,39,34,7,102,41.7,29,1,30
EMP04841,19,18,7,120,35.3,12,0,17
EMP04842,17,16,2,91,36.9,22,1,16
EMP04843,35,29,6,77,44.3,36,1,22
EMP04844,45,29,18,21,35.8,381,3,100
EMP04845,23,20,9,65,40.0,163,2,54
EMP04846,18,17,5,82,36.4,52,0,16
EMP04847,20,18,15,49,43.4,86,2,69
EMP04848,13,9,17,24,39.6,413,4,100
EMP04849,21,19,5,113,41.5,51,1,25
EMP04850,17,14,9,40,35.3,181,1,64
EMP04851,30,23,21,22,41.6,427,2,100
EMP04852,21,18,3,111,39.4,53,1,22
EMP04853,49,48,7,97,42.9,46,1,29
EMP04854,42,31,13,45,37.6,113,0,60
EMP04855,12,9,21,25,42.5,222,4,100
EMP04856,29,22,24,20,44.8,496,2,100
EMP04857,39,34,13,55,42.3,162,2,68
EMP04858,42,37,10,65,37.6,63,2,49
EMP04859,26,22,13,44,39.5,149,2,74
EMP04860,31,29,5,116,43.1,1,0,12
EMP04861,11,10,3,72,37.0,0,0,7
EMP04862,15,10,17,16,42.0,431,1,100
EMP04863,18,17,2,113,37.8,11,1,15
EMP04864,21,16,19,19,42.1,351,2,100
EMP04865,45,35,14,57,41.8,181,0,56
EMP04866,38,29,8,66,42.1,146,1,46
EMP04867,43,37,7,120,40.2,13,0,21
EMP04868,23,16,23,28,39.3,318,3,100
EMP04869,29,22,8,62,42.7,96,1,41
EMP04870,18,12,20,17,36.2,239,5,100
EMP04871,43,38,2,98,36.1,58,0,13
EMP04872,16,15,3,90,44.4,0,1,16
EMP04873,18,16,5,78,36.1,17,0,14
EMP04874,40,33,19,24,43.9,405,5,100
EMP04875,18,16,5,73,40.2,21,1,23
EMP04876,40,35,11,47,42.2,91,0,47
EMP04877,45,36,19,30,35.2,238,5,100
EMP04878,33,29,2,103,40.1,26,1,18
EMP04879,36,31,4,67,38.5,7,1,22
EMP04880,20,14,19,23,42.1,470,2,100
EMP04881,16,12,17,17,35.3,309,5,100
EMP04882,35,27,10,60,38.2,161,2,60
EMP04883,17,14,5,107,35.7,55,0,18
EMP04884,16,12,14,48,43.2,136,1,65
EMP04885,13,11,6,107,40.0,6,0,15
EMP04886,30,29,4,89,40.5,1,1,18
EMP04887,50,46,3,84,42.0,11,1,19
EMP04888,36,35,5,75,39.4,14,1,21
EMP04889,21,19,6,90,42.0,45,1,27
EMP04890,40,30,12,46,39.6,156,2,74
EMP04891,15,12,7,116,41.0,15,0,19
EMP04892,19,16,8,42,35.9,135,1,56
EMP04893,29,22,22,26,35.4,364,4,100
EMP04894,37,34,7,91,36.4,48,1,30
EMP04895,37,30,10,40,41.1,191,2,74
EMP04896,32,26,9,42,44.9,184,0,56
EMP04897,18,16,9,50,38.6,145,2,60
EMP04898,15,12,8,69,41.8,195,1,45
EMP04899,28,26,5,96,36.6,1,1,21
EMP04900,47,45,2,98,39.8,22,1,16
EMP04901,33,27,11,53,40.9,156,1,57
EMP04902,46,37,18,30,42.0,279,3,100
EMP04903,30,25,2,92,43.1,3,1,17
EMP04904,21,16,11,57,37.9,184,1,55
EMP04905,27,25,4,81,37.4,60,0,15
EMP04906,30,27,11,65,42.7,121,2,54
EMP04907,19,13,24,17,35.5,539,4,100
EMP04908,41,29,23,20,37.6,264,1,100
EMP04909,22,18,25,19,43.8,455,5,100
EMP04910,40,29,16,17,40.3,471,1,100
EMP04911,19,17,6,72,36.8,9,1,24
EMP04912,25,21,16,24,37.4,209,3,100
EMP04913,25,24,3,117,36.5,39,1,19
EMP04914,46,36,9,47,35.5,110,1,57
EMP04915,17,14,5,95,42.0,23,1,24
EMP04916,38,29,21,23,44.1,487,3,100
EMP04917,43,41,2,71,41.1,24,1,17
EMP04918,45,34,24,30,42.8,345,2,100
EMP04919,21,17,14,59,43.7,66,2,58
EMP04920,36,34,2,68,44.0,48,1,19
EMP04921,47,41,13,54,42.6,185,1,63
EMP04922,47,46,4,111,41.7,38,1,21
EMP04923,28,19,18,19,40.1,267,4,100
EMP04924,38,37,6,106,42.2,55,0,18
EMP04925,28,22,19,28,39.4,246,5,100
EMP04926,12,9,15,57,39.9,179,2,71
EMP04927,13,9,20,25,35.8,541,5,100
EMP04928,50,34,19,26,35.4,454,3,100
EMP04929,28,18,18,28,41.4,348,5,100
EMP04930,15,14,5,92,44.4,17,1,22
EMP04931,48,34,19,21,39.5,450,1,100
EMP04932,33,26,23,26,41.0,554,1,100
EMP04933,41,35,9,43,44.3,80,1,55
EMP04934,30,27,8,42,40.1,159,2,67
EMP04935,22,19,15,40,41.0,181,2,74
EMP04936,28,18,23,17,35.6,533,2,100
EMP04937,46,43,9,65,37.3,131,0,41
EMP04938,22,19,14,49,40.8,99,1,60
EMP04939,22,19,13,67,36.7,152,1,52
EMP04940,29,27,7,111,35.4,57,0,21
EMP04941,35,26,19,18,43.9,329,2,100
EMP04942,25,23,7,86,38.3,35,0,19
EMP04943,50,32,25,26,44.9,451,5,100
EMP04944,13,11,13,52,40.1,164,1,60
EMP04945,11,8,13,65,36.1,189,2,65
EMP04946,49,34,21,24,40.2,289,5,100
EMP04947,21,19,6,113,44.1,57,1,28
EMP04948,22,19,7,88,43.8,24,1,28
EMP04949,25,18,24,19,36.4,399,1,100
EMP04950,21,17,8,50,35.2,152,0,42
EMP04951,50,49,2,106,43.7,16,1,15
EMP04952,48,36,20,15,36.5,218,4,100
EMP04953,21,20,4,99,43.3,29,1,21
EMP04954,40,27,24,20,36.5,458,5,100
EMP04955,24,21,15,66,36.4,66,1,50
EMP04956,26,25,6,108,39.6,32,0,16
EMP04957,30,24,15,52,38.3,181,1,69
EMP04958,13,12,2,102,42.0,38,0,8
EMP04959,27,20,11,45,42.6,158,0,56
EMP04960,38,28,16,30,40.7,492,2,100
EMP04961,50,46,2,110,36.9,34,0,10
EMP04962,31,28,4,75,38.1,5,0,11
EMP04963,16,11,18,23,37.9,468,5,100
EMP04964,43,32,13,43,36.9,146,1,74
EMP04965,14,13,15,46,40.3,68,0,52
EMP04966,34,26,25,29,36.4,319,1,100
EMP04967,50,43,12,56,36.6,70,0,41
EMP04968,20,15,10,46,35.4,197,0,55
EMP04969,36,28,14,62,42.9,178,1,61
EMP04970,13,10,21,19,36.7,534,5,100
EMP04971,26,21,9,67,35.9,186,1,48
EMP04972,20,16,19,19,38.2,344,3,100
EMP04973,48,38,22,26,41.8,448,4,100
EMP04974,18,16,7,117,40.5,34,0,19
EMP04975,24,19,13,49,35.9,92,1,59
EMP04976,11,9,7,92,43.6,34,1,28
EMP04977,47,46,4,98,38.5,17,0,11
EMP04978,17,14,8,47,35.5,114,0,41
EMP04979,15,14,5,71,39.8,30,0,14
EMP04980,47,34,18,30,43.4,295,3,100
EMP04981,47,37,22,26,43.7,375,5,100
EMP04982,46,42,7,96,43.0,37,0,21
EMP04983,39,38,6,86,37.9,31,0,16
EMP04984,30,23,17,19,42.2,434,2,100
EMP04985,32,30,7,95,39.7,17,1,27
EMP04986,16,12,21,20,42.6,300,3,100
EMP04987,48,42,2,71,43.1,31,0,11
EMP04988,24,22,6,77,37.3,23,1,25
EMP04989,15,11,20,28,35.4,204,3,100
EMP04990,11,8,14,41,42.1,188,2,74
EMP04991,17,15,6,69,39.6,51,1,27
EMP04992,11,10,13,44,36.3,183,2,74
EMP04993,13,11,20,19,41.4,222,2,100
EMP04994,21,19,5,108,39.0,34,1,23
EMP04995,24,15,20,25,44.6,292,4,100
EMP04996,50,37,9,43,41.5,99,2,71
EMP04997,22,17,11,42,40.3,121,0,54
EMP04998,40,31,22,18,44.7,418,3,100
EMP04999,47,42,5,72,37.5,32,1,26
EMP05000,27,21,12,62,37.7,129,0,42
EMP05001,14,10,18,17,38.1,247,2,100
EMP05002,48,37,21,17,42.0,371,2,100
EMP05003,43,38,10,50,39.0,196,0,51
EMP05004,20,17,12,59,43.7,155,1,51
EMP05005,24,15,17,18,40.6,525,4,100
EMP05006,27,19,16,17,41.3,271,4,100
EMP05007,26,23,10,46,35.3,131,0,48
EMP05008,17,13,9,49,43.7,156,1,55
EMP05009,40,31,16,22,39.6,291,4,100
EMP05010,16,13,3,76,37.5,21,0,10
EMP05011,39,31,25,18,39.0,565,4,100
EMP05012,49,37,10,41,43.1,133,0,60
EMP05013,48,39,12,52,39.6,195,2,74
EMP05014,19,17,15,50,38.7,173,1,67
EMP05015,50,35,19,16,42.1,466,1,100
EMP05016,17,11,23,21,42.9,462,4,100
EMP05017,12,9,8,48,40.5,186,0,46
EMP05018,40,31,25,19,35.4,287,2,100
EMP05019,27,24,5,87,40.9,8,0,14
EMP05020,41,34,8,49,36.5,163,1,55
EMP05021,10,8,5,106,43.0,7,1,22
EMP05022,34,25,12,55,44.0,179,2,71
EMP05023,17,13,8,57,44.3,93,0,41
EMP05024,21,17,18,19,37.0,344,1,100
EMP05025,18,12,17,17,35.3,216,2,100
EMP05026,17,14,10,54,43.2,106,0,41
EMP05027,26,23,12,44,41.7,108,1,61
EMP05028,43,42,4,91,37.7,51,1,22
EMP05029,38,31,23,16,42.6,391,5,100
EMP05030,12,10,7,115,40.5,32,0,19
EMP05031,13,10,21,15,37.2,379,5,100
EMP05032,13,10,21,23,35.8,304,4,100
EMP05033,12,9,10,53,41.5,196,2,65
EMP05034,49,38,20,30,39.4,248,1,100
EMP05035,48,44,6,101,36.4,9,0,17
EMP05036,27,25,2,94,40.0,8,1,15
EMP05037,42,28,24,19,36.7,314,2,100
EMP05038,13,8,21,25,35.7,339,1,100
EMP05039,19,15,15,48,41.6,149,2,74
EMP05040,34,27,17,26,38.1,540,4,100
EMP05041,40,36,15,66,37.1,61,1,50
EMP05042,45,30,21,26,43.4,556,5,100
EMP05043,35,30,4,97,35.7,58,1,26
EMP05044,31,26,22,27,36.3,433,1,100
EMP05045,49,33,18,15,35.3,278,3,100
EMP05046,16,13,11,49,42.9,176,1,60
EMP05047,31,29,4,76,35.9,8,0,11
EMP05048,18,16,6,81,39.7,56,1,28
EMP05049,28,25,2,72,42.5,1,1,15
EMP05050,50,40,23,29,39.4,284,1,100
EMP05051,28,24,7,102,43.7,28,1,29
EMP05052,13,12,2,78,41.1,15,0,6
EMP05053,22,20,10,59,43.0,65,0,41
EMP05054,35,29,12,68,41.0,128,0,42
EMP05055,12,10,17,23,38.1,526,1,100
EMP05056,46,40,14,54,36.1,72,2,65
EMP05057,39,33,18,29,42.9,359,4,100
EMP05058,16,11,18,26,36.1,260,3,100
EMP05059,17,15,2,84,43.4,11,0,6
EMP05060,26,23,4,100,42.5,59,0,16
EMP05061,15,10,17,30,42.0,557,1,100
EMP05062,27,26,7,102,43.2,41,1,28
EMP05063,25,17,17,21,38.6,286,3,100
EMP05064,26,21,9,46,36.7,101,0,44
EMP05065,35,29,24,30,44.9,444,4,100
EMP05066,50,48,5,114,36.9,10,0,13
EMP05067,28,25,6,109,38.3,36,0,18
EMP05068,41,36,15,40,36.8,134,1,74
EMP05069,44,34,15,51,40.2,186,1,73
EMP05070,19,17,4,113,41.0,19,0,12
EMP05071,34,28,20,28,40.6,246,5,100
EMP05072,37,28,25,18,39.4,304,5,100
EMP05073,50,38,24,28,35.9,561,2,100
EMP05074,32,30,2,110,42.6,43,1,18
EMP05075,28,23,15,55,38.4,193,1,66
EMP05076,10,9,4,109,36.1,27,0,11
EMP05077,23,18,10,62,38.5,165,1,49
EMP05078,18,17,7,66,35.9,35,0,19
EMP05079,15,14,6,91,36.9,28,0,16
EMP05080,10,9,4,66,36.5,50,1,22
EMP05081,22,19,4,113,43.0,16,0,12
EMP05082,46,39,16,18,35.6,541,4,100
EMP05083,47,44,6,118,40.5,23,0,17
EMP05084,23,17,23,20,35.3,516,5,100
EMP05085,44,30,20,16,36.9,568,5,100
EMP05086,35,32,5,114,42.9,37,0,16
EMP05087,22,20,7,67,40.0,13,0,18
EMP05088,49,39,15,60,44.5,70,1,55
EMP05089,13,11,13,70,40.1,132,1,50
EMP05090,44,39,2,103,38.8,3,1,17
EMP05091,38,30,15,64,35.7,112,0,48
EMP05092,15,11,9,50,36.0,121,2,60
EMP05093,22,20,6,115,42.8,28,0,17
EMP05094,29,26,6,103,36.9,34,1,20
EMP05095,40,34,15,44,35.8,111,2,74
EMP05096,29,23,25,29,35.4,218,1,100
EMP05097,28,23,10,67,44.5,172,2,58
EMP05098,30,22,21,27,43.7,372,3,100
EMP05099,14,10,18,30,38.4,344,1,100
EMP05100,18,12,23,25,43.7,329,3,100
